,Authors,Lead sentences,Lemm Analysis,Lemmatized lead sentences,Publish Date,Title,URL
96,"Kommersant, Анастасия Дуленкова, Виталий Гайдаев, Олег Трутнев","Вчера компания ""Детский мир"" объявила, что в рамках планируемого IPO на Московской бирже стоимость одной акции составит 85-105 руб. То есть весь бизнес был оценен в 62,8-77,6 млрд руб. против 42,2 млрд руб. в январе прошлого года. Таким образом, в ходе размещения акционеры, планирующие продать 33,55% акций ритейлера, могут получить до 26 млрд руб.","ADV= S,жен,неод=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) V,пе=прош,ед,изъяв,жен,сов S,жен,неод=пр,мн V,несов,пе=(непрош,вин,ед,прич,полн,муж,страд,од|непрош,род,ед,прич,полн,муж,страд|непрош,род,ед,прич,полн,сред,страд) A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(пр,ед|дат,ед) S,жен,неод=(вин,ед|им,ед) APRO=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) V,пе=непрош,ед,изъяв,3-л,сов PART= APRO=(вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|им,ед) V,пе=прош,ед,прич,кр,муж,сов,страд PR= S,муж,неод=пр,ед S,сред,неод=род,ед S,муж,неод=(вин,мн|род,ед|им,мн) APRO=(дат,мн|твор,ед,муж|твор,ед,сред) S,муж,неод=твор,ед S,муж,неод=пр,ед S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,од=им,мн V,несов,пе=(непрош,им,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,неод) V,пе=инф,сов S,жен,неод=род,мн S,муж,неод=род,ед V,несов,нп=непрош,мн,изъяв,3-л V,пе=инф,сов ","вчера компания детский мир объявлять рамка планировать IPO московский биржа стоимость один акция составлять то весь бизнес оценивать против январь прошлый год такой образ ход размещение акционер планировать продавать акция ритейлер мочь получать
",2017-01-27T00:00:00+03:00,Ритейлер хочет продать акции с премией,https://www.kommersant.ru/doc/3202150
97,"Kommersant, Интервью взяла Юлия Полякова","В ситуации, когда банки ""шатаются"" независимо от их размера и веса в регионе, зарегистрированный в Костромской области Совкомбанк не боится меняться. О том, как можно с минимальными рисками расти на рынке за счет покупки других игроков и одновременно превращать банк ""для пенсионеров"" в универсальную кредитную организацию и почему концепция too big to fail больше нежизнеспособна, рассказал ""Ъ"" основной владелец Совкомбанка СЕРГЕЙ ХОТИМСКИЙ.","S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=(вин,мн|им,мн) V,несов,нп=непрош,мн,изъяв,3-л ADV= S,муж,неод=род,ед S,муж,неод=(вин,мн|род,ед|им,мн) S,муж,неод=пр,ед V,сов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд) A,полн=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=(вин,ед|им,ед) V,несов,нп=непрош,ед,изъяв,3-л V,несов,нп=инф INTJ= A=твор,мн,полн S,муж,неод=твор,мн V,несов,нп=(инф|ед,пов,2-л) S,муж,неод=пр,ед S,муж,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) APRO=(пр,мн|род,мн|вин,мн,од) S,муж,од=(вин,мн|род,мн) ADV= V,пе=инф,несов S,муж,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) A=вин,ед,полн,жен A=вин,ед,полн,жен S,жен,неод=вин,ед ADVPRO= S,жен,неод=им,ед A=ед,кр,жен V=прош,ед,изъяв,муж,сов A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,муж,од=им,ед S,муж,неод=род,ед S,имя,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) ","в ситуация банк шататься независимо размер вес регион зарегистрировать костромской область совкомбанк бояться меняться о минимальный риск расти рынок счет покупка другой игрок одновременно превращать банк пенсионер универсальный кредитный организация почему концепция too big to fail нежизнеспособный рассказывать Ъ основной владелец совкомбанк сергей хотимский
",2017-01-27T00:00:00+03:00,"Основной владелец Совкомбанка Сергей Хотимский о том, как меняется ""банк для пенсионеров""",https://www.kommersant.ru/doc/3201839
98,"Kommersant, АЛЕКСЕЙ БОЯРСКИЙ","Если у вас есть деньги — значит, вы представляете интерес для жуликов. И это не старые добрые жулики времен МММ: их схемы работают, как швейцарский механизм, а найти на них управу почти невозможно.","CONJ= S,мн,неод=(вин|им) ADV,вводн= V,пе=непрош,мн,изъяв,2-л,несов S,муж,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) PART= A=(вин,мн,полн,неод|им,мн,полн) A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн S,сред,неод=род,мн S,ед,сред,неод=(пр|вин|дат|род|твор|им) S,жен,неод=(вин,мн|род,ед|им,мн) V,несов,нп=непрош,мн,изъяв,3-л A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) V=инф,сов,пе S,жен,неод=вин,ед ADV= ","если деньги значит представлять интерес жулик и старый добрый жулик время ммм схема работать швейцарский механизм находить управа невозможно
",2017-01-28T00:00:00+03:00,Как выманивают деньги у доверчивых инвесторов,https://www.kommersant.ru/doc/3187490
99,"Kommersant, ГЛЕБ БАРАНОВ","В ушедшем году мегарегулирование у нас крепчало и углублялось — нововведения и планы ЦБ потрясали воображение участников рынков. Но если кто полагал этот вал новостей непобиваемым рекордом, то новый год может его переубедить.","S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) V,нп=(прош,пр,ед,прич,полн,муж,сов,действ|прош,пр,ед,прич,полн,сред,сов,действ) S,муж,неод=(дат,ед|местн,ед) S,сред,неод=(вин,ед|им,ед) V,несов,нп=прош,ед,изъяв,сред V,нп=прош,ед,изъяв,сред,несов S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=(вин,мн|им,мн) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) V=прош,мн,изъяв,несов,пе S,сред,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) S,муж,неод=род,мн CONJ= V,пе=прош,ед,изъяв,муж,несов S,муж,неод=(вин,ед|им,ед) S,жен,неод=род,мн V,пе=(непрош,дат,мн,прич,полн,несов,страд|непрош,твор,ед,прич,полн,муж,несов,страд|непрош,твор,ед,прич,полн,сред,несов,страд) S,муж,неод=твор,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) V=инф,сов ","в уходить год мегарегулирование крепчать углубляться нововведение план цб потрясать воображение участник рынок но полагать вал новость непобивать рекорд новый год переубеждать
",2017-01-28T00:00:00+03:00,Как в России мегарегулируют рынки,https://www.kommersant.ru/doc/3194825
100,"Kommersant, МАКСИМ БУЙЛОВ","В прошлом году у банков то, что росло в 2015-м, стало падать или расти медленнее, а то, что падало и начало расти, ЦБ обещает отрегулировать.","S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сред,неод=пр,ед S,муж,неод=(дат,ед|местн,ед) S,муж,неод=род,мн V,несов,нп=прош,ед,изъяв,сред S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) V,нп=прош,ед,изъяв,сред,сов V,несов,нп=инф V,несов,нп=(инф|ед,пов,2-л) ADV=срав V,несов,нп=прош,ед,изъяв,сред S,сред,неод=(вин,ед|им,ед) V,несов,нп=(инф|ед,пов,2-л) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) V,пе=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов) V,сов,пе=инф ","в прошлый год банк расти м становиться падать расти медленно падать начало расти цб обещать отрегулировать
",2017-01-28T00:00:00+03:00,Рейтинг банков на 1 января 2017 года,https://www.kommersant.ru/doc/3194823
101,"Kommersant, Яна Рождественская","Немецкий регулятор Bafin провел встречу с 50 представителями зарубежных банков, чтобы объяснить им регуляторные особенности переноса бизнеса в Германию. После референдума о выходе Великобритании из ЕС многие банки рассматривают возможность переноса своих штаб-квартир и части операций в континентальную Европу, прежде всего во Франкфурт и Париж.","A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) V=прош,ед,изъяв,муж,сов S,жен,неод=вин,ед S,муж,од=твор,мн A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,неод=род,мн V,пе=инф,сов A,полн=(им,мн|вин,мн,неод) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=род,ед S,муж,неод=род,ед S,гео,жен,неод=вин,ед ADV= S,муж,неод=род,ед S,муж,неод=пр,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,сокр,ед,муж,неод=(пр|вин|дат|род|твор|им) SPRO,мн=им S,муж,неод=(вин,мн|им,мн) V,пе=непрош,мн,изъяв,3-л,несов S,жен,неод=(вин,ед|им,ед) S,муж,неод=род,ед APRO=(пр,мн|род,мн|вин,мн,од) S,жен,неод=род,мн S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=род,мн A=вин,ед,полн,жен S,гео,жен,неод=вин,ед ADV= S,гео,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) ","немецкий регулятор Bafin проводить встреча представитель зарубежный банк объяснять регуляторный особенность перенос бизнес германия после референдум выход великобритания ес многие банк рассматривать возможность перенос свой штабквартира часть операция континентальный европа прежде франкфурт париж
",2017-01-30T20:38:05+03:00,Bafin провел встречу с 50 представителями финансовых организаций,https://www.kommersant.ru/doc/3206004
102,"Kommersant, Вероника Горячева","В рамках борьбы с хакерами ЦБ намерен изменить действующий подход к проведению платежей. Сейчас все они формируются в реестры в банках, передаются на отдельный компьютер там же, затем шифруются и уходят в ЦБ. Большинство атак происходит при передаче данных внутри банка, поэтому регулятор предлагает шифровать раньше — сразу после формирования реестров. Банкиры не уверены, что затраты на изменение действующего подхода окупятся, зато они могут создать новые риски.","S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=пр,мн S,ед,жен,неод=род S,муж,од=твор,мн S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A,кр=ед,муж V,пе=инф,сов A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,сред,неод=дат,ед S,муж,неод=род,мн ADV= V,несов,нп=непрош,мн,изъяв,3-л S,муж,неод=(вин,мн|им,мн) S,муж,неод=пр,мн V,нп=непрош,мн,изъяв,3-л,несов A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) ADV= V,несов,нп=непрош,мн,изъяв,3-л V,нп=непрош,мн,изъяв,3-л,несов S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,ед,сред,неод=(вин|им) S,жен,неод=род,мн V,нп=непрош,ед,изъяв,3-л,несов S,жен,неод=(пр,ед|дат,ед) A,полн=(пр,мн|род,мн|вин,мн,од) ADV= S,жен,неод=им,ед ADVPRO= S,муж,неод=(вин,ед|им,ед) V,пе=непрош,ед,изъяв,3-л,несов V,несов,пе=инф ADV=срав ADV= S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,мн S,муж,од=им,мн V,пе=прош,мн,прич,кр,сов,страд S,жен,неод=(вин,мн|род,ед|им,мн) S,сред,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,муж,неод=род,ед V,нп=непрош,мн,изъяв,3-л,сов CONJ= V,несов,нп=непрош,мн,изъяв,3-л V,пе=инф,сов A=(вин,мн,полн,неод|им,мн,полн) S,муж,неод=(вин,мн|им,мн) ","в рамка борьба хакер цб намерен изменять действующий подход проведение платеж сейчас формироваться реестр банки передаваться отдельный компьютер затем шифроваться уходить цб большинство атака происходить передача данные внутри банк поэтому регулятор предлагать шифровать рано сразу формирование реестр банкир уверенный затрата изменение действующий подход окупаться зато мочь создавать новый риск
",2017-01-30T00:00:00+03:00,Регулятор изменит порядок проведения платежей,https://www.kommersant.ru/doc/3205510
103,"Kommersant, Татьяна Гришина, Юлия Полякова","Куратором сделки по продаже ""Росгосстраха"" ""Открытию"" может стать первый зампред правления банка ""Открытие"" Владимир Рыкунов. В перспективе он может занять пост президента страховщика — сейчас его занимает владелец бизнеса Данил Хачатуров. Пока же господин Рыкунов займется оценкой компании перед сделкой.","S,муж,од=твор,ед S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=(пр,ед|дат,ед) S,муж,неод=род,ед S,сред,неод=дат,ед V,нп=инф,сов ANUM=(вин,ед,муж,неод|им,ед,муж) S,муж,од=им,ед S,сред,неод=(вин,мн|род,ед|им,мн) S,жен,неод=им,ед S,сред,неод=(вин,ед|им,ед) S,имя,муж,од=им,ед S,муж,од=(вин,мн|род,мн) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=(пр,ед|дат,ед) V=инф,сов S,муж,неод=(вин,ед|им,ед) S,муж,од=(вин,ед|род,ед) S,муж,од=(вин,ед|род,ед) V=непрош,ед,изъяв,3-л,несов,пе S,муж,од=им,ед S,муж,неод=род,ед S,имя,муж,од=им,ед S,фам,муж,од=им,ед ADV= S,муж,од=им,ед S,муж,од=(вин,мн|род,мн) V,нп=непрош,ед,изъяв,3-л,сов S,жен,неод=твор,ед S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=твор,ед ","куратор сделка продажа росгосстрах открытие становиться первый зампред правление банк открытие владимир рыкун в перспектива занимать пост президент страховщик занимать владелец бизнес данил хачатуров пока господин рыкун заниматься оценка компания сделка
",2017-01-30T00:00:00+03:00,Страховщику подобрали оценщика,https://www.kommersant.ru/doc/3205499
104,"Kommersant, Юлия Локшина, Ксения Дементьева","В Крыму всерьез озаботились проблемой ипотечного кредитования. В 2017-2018 годы поставлена задача увеличить выдачу ипотеки в совокупности до 60 млрд руб., за 11 месяцев 2016 года банки выдали всего 1,3 млрд руб. Банки готовы наращивать выдачи, но в Крыму нет необходимого количества объектов недвижимости, поскольку с кредитованием застройщиков на санкционном полуострове дела обстоят еще хуже. Исправлять ситуацию придется за счет средств федерального бюджета.","S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,муж,неод=(дат,ед|местн,ед) ADV= V,нп=прош,мн,изъяв,сов S,жен,неод=твор,ед A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,сред,неод=(вин,мн|род,ед|им,мн) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,мн|им,мн) V,пе=прош,ед,прич,кр,жен,сов,страд S,жен,неод=им,ед V,пе=инф,сов S,жен,неод=вин,ед S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=род,мн S,муж,неод=(вин,мн|род,ед|им,мн) S,муж,неод=(вин,мн|им,мн) V,пе=прош,мн,изъяв,сов S,муж,неод=(вин,мн|им,мн) A=мн,кр V=инф,несов,пе S,жен,неод=(вин,мн|род,ед|им,мн) S,гео,муж,неод=(дат,ед|местн,ед) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,мн S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) CONJ= S,сред,неод=твор,ед S,муж,од=(вин,мн|род,мн) A,полн=(пр,ед,муж|пр,ед,сред) S,муж,неод=пр,ед S,сред,неод=(вин,мн|род,ед|им,мн) V,несов,нп=непрош,мн,изъяв,3-л ADV=срав V,пе=инф,несов S,жен,неод=вин,ед V,нп=непрош,ед,изъяв,3-л,сов S,муж,неод=(вин,ед|им,ед) S,сред,неод=род,мн A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,муж,неод=род,ед ","в крым всерьез озабочиваться проблема ипотечный кредитование в год поставлять задача увеличивать выдача ипотека совокупность месяц год банк выдавать банка готовый наращивать выдача крым необходимый количество объект недвижимость поскольку кредитование застройщик санкционный полуостров дело обстоять плохо исправлять ситуация приходиться счет средство федеральный бюджет
",2017-01-30T00:00:00+03:00,Проблема банковской поддержки строительства вышла на федеральный уровень,https://www.kommersant.ru/doc/3205474
105,"Kommersant, Павел Аксенов, Вероника Горячева, Татьяна Гришина","Негосударственным пенсионным фондам и страховым компаниям первыми на финансовом рынке предстоит выполнить повышенные требования Банка России к аудиту отчетности по международным стандартам. В состав групп аудиторов при проверке фонда или страховой компании необходимо будет включать актуария из реестра ЦБ. Усложнение процедуры проверки неизбежно отразится на стоимости этой услуги, что может быть критично для небольших игроков.","A,полн=(дат,мн|твор,ед,муж|твор,ед,сред) A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,муж,неод=дат,мн A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,жен,неод=дат,мн ANUM=твор,мн A=(пр,ед,полн,муж|пр,ед,полн,сред) S,муж,неод=пр,ед V,несов,нп=непрош,ед,изъяв,3-л V,пе=инф,сов A=(вин,мн,полн,неод|им,мн,полн) S,сред,неод=(вин,мн|род,ед|им,мн) S,жен,неод=им,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=дат,ед S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,муж,неод=дат,мн S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) S,жен,неод=род,мн S,муж,од=(вин,мн|род,мн) S,жен,неод=(пр,ед|дат,ед) S,муж,неод=род,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) ADV= V,пе=инф,несов S,муж,од=(вин,ед|род,ед) S,муж,неод=род,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сред,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=(вин,мн|род,ед|им,мн) ADV= V,нп=непрош,ед,изъяв,3-л,сов S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=(вин,мн|род,ед|им,мн) ADV= A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,од=(вин,мн|род,мн) ","негосударственный пенсионный фонд страховой компания первый финансовый рынок предстоять выполнять повышенный требование банк россия аудит отчетность международный стандарт в состав группа аудитор проверка фонд страховой компания необходимо включать актуарий реестр цб усложнение процедура проверка неизбежно отражаться стоимость услуга критично небольшой игрок
",2017-01-30T00:00:00+03:00,Вместе с аудиторами в НПФ зайдут актуарии,https://www.kommersant.ru/doc/3205472
106,"Kommersant, Виталий Гайдаев","Привлекательность российского фондового рынка для иностранных инвесторов начала падать. На минувшей неделе активность нерезидентов заметно снизилась, и российские фонды уступили лидирующие позиции фондам Китая. Инвесторы осторожничают в ожидании первых шагов президента США Дональда Трампа в отношении России. Но если предвыборные обещания будут реализованы, поток инвестиций вновь может вырасти, считают участники рынка.","S,жен,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,муж,неод=род,ед A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,од=(вин,мн|род,мн) V,пе=прош,ед,изъяв,жен,сов V,несов,нп=инф PR= A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(пр,ед|дат,ед) S,жен,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) ADV= V,нп=прош,ед,изъяв,жен,сов A=(вин,мн,полн,неод|им,мн,полн) S,муж,неод=(вин,мн|им,мн) V,пе=прош,мн,изъяв,сов V,несов,нп=(непрош,им,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,неод) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=дат,мн S,гео,муж,неод=род,ед S,муж,од=им,мн V,несов,нп=непрош,мн,изъяв,3-л S,сред,неод=пр,ед ANUM=(пр,мн|род,мн|вин,мн,од) S,муж,неод=род,мн S,муж,од=(вин,ед|род,ед) S,сокр,гео,мн,неод=(пр|вин|дат|род|твор|им) S,имя,муж,од=(вин,ед|род,ед) S,муж,неод=род,ед S,сред,неод=пр,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) CONJ= A=(вин,мн,полн,неод|им,мн,полн) S,сред,неод=(вин,мн|род,ед|им,мн) V,нп=непрош,мн,изъяв,3-л V,пе=(прош,мн,прич,кр,несов,страд|прош,мн,прич,кр,сов,страд) S,муж,неод=(вин,ед|им,ед) S,жен,неод=род,мн ADV= V,нп=(инф,сов|ед,пов,2-л,сов) V,несов,пе=непрош,мн,изъяв,3-л S,муж,од=им,мн S,муж,неод=род,ед ","привлекательность российский фондовый рынок иностранный инвестор начинать падать на минувший неделя активность нерезидент заметно снижаться российский фонд уступать лидировать позиция фонд китай инвестор осторожничать ожидание первый шаг президент сша дональд трамп отношение россия но предвыборный обещание быть реализовать поток инвестиция вновь вырастать считать участник рынок
",2017-01-30T00:00:00+03:00,Предвыборных обещаний Дональда Трампа для роста рынка недостаточно,https://www.kommersant.ru/doc/3205470
107,"Kommersant, Кирилл Сарханянц","Скандал вокруг российской «дочки» Deutsche Bank, разгоревшийся еще в мае 2015 года, завершился сегодня достижением регуляторами сразу двух стран — США и Великобритании — соглашений с банком о прекращении расследования в обмен на выплату штрафа. Сначала стало известно, что за помощь богатым российским клиентам в отмывании денег немецкий банк будет оштрафован Управлением финансовых услуг штата Нью-Йорк на $425 млн. А затем о своем решении объявило и Управление по финансовому регулированию и контролю Великобритании, назначившее штраф в размере £163 млн ($204 млн). В банке же акцентируют внимание на скидках, полученных им при выплате штрафа.","S,муж,неод=(вин,ед|им,ед) ADV= A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,од=(род,ед|им,мн) V,нп=(прош,вин,ед,прич,полн,муж,сов,действ,неод|прош,им,ед,прич,полн,муж,сов,действ) S,ед,муж,неод=пр S,муж,неод=(вин,мн|род,ед|им,мн) V,нп=прош,ед,изъяв,муж,сов ADV= S,сред,неод=твор,ед S,муж,неод=твор,мн ADV= NUM=(пр|род|вин,муж,од|вин,жен,од) S,жен,неод=род,мн S,сокр,гео,мн,неод=(пр|вин|дат|род|твор|им) S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,сред,неод=род,мн S,муж,неод=твор,ед S,сред,неод=пр,ед S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=(вин,ед|им,ед) S,жен,неод=вин,ед S,муж,неод=род,ед ADV= V,нп=прош,ед,изъяв,сред,сов ADV,прдк= S,жен,неод=(вин,ед|им,ед) A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,муж,од=дат,мн S,сред,неод=пр,ед S,мн,неод=род A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) V,сов,пе=прош,ед,прич,кр,муж,страд S,сред,неод=твор,ед A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,жен,неод=род,мн S,муж,неод=род,ед S,гео,муж,неод=(вин,ед|им,ед) PART= ADV= APRO=(пр,ед,муж|пр,ед,сред) S,сред,неод=пр,ед V,пе=прош,ед,изъяв,сред,сов S,сред,неод=(вин,ед|им,ед) A=(дат,ед,полн,муж|дат,ед,полн,сред) S,сред,неод=дат,ед S,муж,неод=дат,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) V,пе=(прош,вин,ед,прич,полн,сред,сов,действ|прош,им,ед,прич,полн,сред,сов,действ) S,муж,неод=(вин,ед|им,ед) S,муж,неод=пр,ед S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=пр,ед V,пе=(непрош,мн,изъяв,3-л,несов|непрош,мн,изъяв,3-л,сов) S,сред,неод=(вин,ед|им,ед) S,жен,неод=пр,мн V,пе=(прош,пр,мн,прич,полн,сов,страд|прош,вин,мн,прич,полн,сов,страд,од|прош,род,мн,прич,полн,сов,страд) S,жен,неод=(пр,ед|дат,ед) S,муж,неод=род,ед ","скандал вокруг российский дочка Deutsche Bank разгораться май год завершаться сегодня достижение регулятор сразу два страна сша великобритания соглашение банк прекращение расследование обмен выплата штраф сначала становиться известно помощь богатый российский клиент отмывание деньги немецкий банк оштрафовать управление финансовый услуга штат ньюйорк а затем свой решение объявлять управление финансовый регулирование контроль великобритания назначать штраф размер в банк акцентировать внимание скидка получать выплата штраф
",2017-01-31T13:06:21+03:00,Банк оштрафован властями США и Великобритании,https://www.kommersant.ru/doc/3206462
